sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,price_0,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
242.0,530.5951484042687,277.3327452385367,347.99489305712495,0.33547159583460684,-0.804227002954671,0.31769140224577674,-0.23424689334448415,-0.25744332078497917,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486
243.0,253.7081384324683,-434.22229743150194,-500.0,-0.804227002954671,0.31769140224577674,-0.23424689334448415,-0.25744332078497917,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329
244.0,582.9290272501343,380.96780243429765,403.0831865790887,0.31769140224577674,-0.23424689334448415,-0.25744332078497917,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268
245.0,282.2203497817956,-486.5429431554121,-500.0,-0.23424689334448415,-0.25744332078497917,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747
246.0,646.1319417927559,-478.6168217311464,-500.0,-0.25744332078497917,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034
247.0,1083.3973723024592,-461.12069664630195,-500.0,-0.1190432071317907,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269
248.0,1517.3771586769142,459.40185435967976,386.7127986072781,0.3572619266739534,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285
249.0,1179.0917575675549,474.6178956062304,500.0,0.39375706881756556,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392
250.0,762.5654158417999,485.05582477971126,500.0,0.4345079962858581,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928
251.0,334.65689688332924,-487.63826365811,-500.0,-0.6388774280859416,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294
252.0,722.6126191247354,-419.51404468710365,-500.0,-0.2162288785785438,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887
253.0,1119.2744180787054,-495.70417144165725,-500.0,-0.9281743083642978,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648
254.0,1561.1262312631839,-118.38766742725548,-251.44607235454333,-0.015802431718529242,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648,0.04706284821922678
255.0,1689.862283188351,499.25157862491255,500.0,0.27505199641165556,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648,0.04706284821922678,0.1663388792656845
256.0,1263.1147150783786,-499.08613797624986,-500.0,-0.2505988501841451,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648,0.04706284821922678,0.1663388792656845,-0.22336800036217322
257.0,1610.5066818189769,248.04688449884463,484.743875598923,0.17291821708593036,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648,0.04706284821922678,0.1663388792656845,-0.22336800036217322,0.1335389896327983
258.0,1401.0524985455022,310.29930586014746,500.0,0.18754023419905252,0.5130475925213769,-0.23855930449076743,-0.26160206414228143,-0.25031128388163,0.7460369126813488,0.4712423160527094,-0.0174479353214486,0.12024480420925329,0.07375314512728268,0.11120863622811747,-0.048454860359286034,-0.0886721284288269,-0.4476286548453285,-0.20673399586936392,0.7001587724531928,0.2446242367857294,0.05090034728538887,-0.06592906034542648,0.04706284821922678,0.1663388792656845,-0.22336800036217322,0.1335389896327983,0.17100658091059107
