economics.sum_pi_Pact_raw,economics.sum_pi_Pact_dt_h,economics.cum_revenue_final,voltage_1pu.P_V_not_exact_1,voltage_1pu.P_absVdev_gt_1pct,voltage_1pu.P_absVdev_gt_2pct,voltage_1pu.P_absVdev_gt_5pct,voltage_1pu.time_absVdev_gt_1pct_h,voltage_1pu.time_absVdev_gt_2pct_h,voltage_1pu.time_absVdev_gt_5pct_h,voltage_1pu.mean_abs_V_minus_1,voltage_1pu.rmse_V_minus_1,voltage_1pu.V_min_pu,voltage_1pu.V_max_pu,soc_saturation.soc_min_steps,soc_saturation.soc_max_steps,soc_saturation.soc_bound_steps,soc_saturation.soc_min_time_h,soc_saturation.soc_max_time_h,soc_saturation.soc_bound_time_h,soc_saturation.soc_min_entry_events,soc_saturation.soc_max_entry_events,soc_saturation.soc_bound_entry_events,solve_time.lp_solve_count,solve_time.lp_solve_total_s,solve_time.lp_solve_mean_s,solve_time.lp_solve_p95_s,solve_time.lp_solve_max_s,solve_time.cosim_wall_s_estimate
1317851.3091870453,109820.94243225377,109820.94243225311,1.0,0.7552951388888889,0.46805555555555556,0.0006076388888888889,725.0833333333334,449.3333333333333,0.5833333333333334,0.02054003830482015,0.023908496842352366,0.9485947107060009,1.0352871824034497,32,7,39,2.6666666666666665,0.5833333333333334,3.25,11,4,15,11520,1234.806131999212,0.10718803229159828,0.14414465999543583,0.3040451999986544,139.80827499999577
