sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
832,1004.153952,499.7641838,500,0.235816165,0.055609264,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893
833,532.5985765,-430.8300956,-334.1067616,96.72333402,9355.403344,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764
834,825.6765175,-450.4324047,-500,-49.56759533,2456.946507,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505
835,1199.047609,-499.7752472,-500,-0.224752826,0.050513833,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766
836,1618.964272,-26.52766574,-190.5639242,-164.0362584,26907.89407,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597
837,1665.017664,398.5591926,500,101.4408074,10290.23741,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177
838,1320.528915,391.456195,179.5041212,-211.9520738,44923.68159,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366
839,952.5166664,429.7631313,292.1228067,-137.6403246,18944.85896,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595
840,556.5580484,293.6666952,375.3242614,81.65756628,6667.958131,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548
841,269.504908,-363.6731254,-500,-136.3268746,18585.01674,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859
842,540.9811725,325.8156398,358.92755,33.11191018,1096.398596,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677
843,285.7977733,-497.600876,-500,-2.399123995,5.755795943,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797
844,684.2394079,465.44508,500,34.55492,1194.042496,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321
845,340.4576918,27.42136192,147.8502019,120.42884,14503.1055,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513
846,298.8349044,-107.6118835,-80.17378487,27.43809867,752.8492586,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247
847,397.1105602,-495.8584189,-500,-4.141581107,17.15269407,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006
848,838.0589207,-500,-500,0,0,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883
849,1307.192389,122.028138,481.2551466,359.2270086,129044.0437,-0.121751231,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827
850,1240.212289,497.4283176,500,2.571682446,6.613550603,0.232493046,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396
851,812.5039525,-475.3481514,-500,-24.65184858,607.7136384,-0.243762945,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852
852,1157.078083,499.6479698,500,0.352030206,0.123925266,0.126615995,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152
853,755.2881164,-497.0712979,-500,-2.928702051,8.577295704,-0.3678893,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073
854,1098.443415,438.0308864,500,61.9691136,3840.17104,0.206324764,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701
855,738.4115488,-499.3121866,-500,-0.687813406,0.473087281,-0.012251505,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741
856,1088.557632,476.6175912,500,23.38240878,546.7370404,0.221179766,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769
857,704.0285434,-288.4190689,-153.6541648,134.7649041,18161.57938,-0.132622597,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047
858,879.8172454,493.0976162,500,6.902383795,47.64290205,-0.380515177,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904
859,468.1641529,-310.0343742,-500,-189.9656258,36086.93899,-0.061491366,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027
860,669.4634393,-463.4565269,-500,-36.54347308,1335.425425,0.469600595,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597
861,1053.745746,-498.3006738,-500,-1.699326227,2.887709626,0.676614548,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288
862,1478.514954,483.4875157,500,16.51248434,272.6621391,-0.094869859,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704
863,1100.869812,479.2990556,500,20.70094442,428.5290999,0.351719677,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638
864,659.9383102,-372.621765,-500,-127.378235,16225.21475,0.333443797,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601
865,927.5748439,483.8307002,500,16.16929984,261.4462573,0.185082321,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238
866,542.7087053,161.2646393,360.7460056,199.4813664,39792.81554,-0.590522513,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159
867,368.8404275,1.776199027,-6.483760517,-8.259959544,68.22693167,0.164617247,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027
868,356.5233614,-472.026783,-500,-27.97321695,782.5008665,-0.34281006,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032
869,767.1245675,314.4891198,-500,-814.4891198,663392.5263,0.525527883,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824
870,551.6901354,-496.599629,-500,-3.400370978,11.56252279,0.36529827,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693
871,962.1295073,498.0423056,500,1.957694382,3.832567293,0.286965396,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753
872,599.6165207,103.3383344,420.6489691,317.3106348,100686.039,-0.984368852,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124
873,487.7748991,116.9594965,302.9209464,185.96145,34581.66089,0.273530152,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572
874,380.7795671,-487.7584823,-500,-12.24151765,149.8547544,0.299897073,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321
875,773.444621,195.6272325,103.6259168,-92.00131574,8464.242098,-0.48909701,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161
876,632.3007202,374.8653736,455.0533897,80.18801614,6430.117932,0.413048741,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058
877,290.3683015,-496.4574298,-500,-3.542570224,12.54980379,0.06516769,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207
878,642.1955271,464.5194473,465.4689759,0.949528628,0.901604615,-0.01824047,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835
879,265.0511983,58.83453086,68.47494561,9.640414749,92.93759653,-0.210298904,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343
880,200,-76.14632998,0,76.14632998,5798.263569,-0.312328027,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825
881,229.2916341,-455.9425526,-500,-44.05744743,1941.058674,-0.063586597,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249
882,580.6237732,-492.9981408,-500,-7.001859159,49.02603168,1.324405288,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787
883,992.4227629,-491.5217969,-500,-8.478203087,71.87992758,0.151331704,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521
884,1409.164244,497.9594393,500,2.040560693,4.163887942,0.138228638,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521,0.24783398
885,1016.134438,499.8782248,500,0.12177524,0.014829209,-0.214195601,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521,0.24783398,-0.185537983
886,552.886023,310.8802439,371.4589716,60.57872768,3669.782247,-0.212054238,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521,0.24783398,-0.185537983,-0.494195013
887,245.9964181,-491.3970015,-500,-8.602998533,74.01158376,-0.188768159,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521,0.24783398,-0.185537983,-0.494195013,0.228084067
888,618.0127936,-485.250397,-500,-14.74960299,217.5507884,-0.324551027,0.378173032,-0.078246824,0.381387693,-0.417048753,0.426602124,0.039180572,0.306958321,-0.011597161,-0.330155058,0.504172207,-0.152183835,-0.033864343,-0.319232825,0.136759249,-0.080869787,0.207831521,0.24783398,-0.185537983,-0.494195013,0.228084067,0.41204754
