sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
476,896.7806493,-425.9075572,-500,-74.09244283,5489.690085,0.089754438,0.137026347,0.036247733,0.055281489,-0.028877381,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564
477,1241.478469,446.2028215,500,53.79717852,2894.136417,0.137026347,0.036247733,0.055281489,-0.028877381,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066
478,874.2209862,229.5900133,209.7063013,-19.88371195,395.3620009,0.036247733,0.055281489,-0.028877381,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209
479,638.9619597,456.0262876,462.0652207,6.038933092,36.46871289,0.055281489,-0.028877381,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902
480,229.0861647,-382.7698131,-469.3829845,-86.61317144,7501.841467,-0.028877381,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861
481,509.4750084,251.7249469,325.7631667,74.03821978,5481.657988,0.081809618,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394
482,312.6601511,-495.854262,-500,-4.145738039,17.18714389,-0.019656545,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728
483,693.0754841,490.0584656,500,9.941534402,98.83410627,-0.00024337,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728
484,312.9571535,-452.6378482,-500,-47.36215182,2243.173425,0.061431551,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656
485,649.414001,-495.2303292,-500,-4.769670793,22.74975947,0.019078516,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438
486,1101.847212,409.6760379,500,90.3239621,8158.418129,0.164426035,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157
487,804.8174789,-442.9795607,-47.56054853,395.4190122,156356.1952,0.010252352,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719
488,1165.887879,499.9718427,500,0.028157316,0.000792834,-0.034925233,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161
489,797.9024983,-454.2141939,-500,-45.78580612,2096.340042,0.010413771,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427
490,1163.879083,-495.4364378,-500,-4.563562242,20.82610034,0.052481787,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288
491,1626.559835,-180.3743654,-182.5685943,-2.194228934,4.814640615,-0.020554331,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984
492,1800,441.1208385,500,58.87916147,3466.755655,0.064993965,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712
493,1428.671686,-366.3400303,-390.8719092,-24.5318789,601.8130824,0.077693604,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406
494,1689.181656,101.167288,-116.6508883,-217.8181763,47444.75793,-0.020481846,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433
495,1613.225006,444.7881578,303.3947428,-141.393415,19992.09781,0.096568682,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615
496,1210.665866,-499.9566258,-500,-0.043374222,0.001881323,0.096559026,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578
497,1558.002113,350.791679,500,149.208321,22263.12306,0.1159564,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328
498,1270.105693,375.9290325,126.4270456,-249.5019869,62251.24147,0.100585066,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887
499,911.1593747,450.6356866,500,49.36431345,2436.835442,0.092075209,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167
500,488.9697493,160.903343,304.1786834,143.2753405,20527.8232,0.03459902,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555
501,310.3405378,69.27809693,116.1479345,46.86983756,2196.781673,0.063143861,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456
502,234.5519093,-451.0227115,-500,-48.9772885,2398.774789,0.008144394,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543
503,587.0965098,373.6979253,407.4700103,33.77208499,1140.553725,0.078093728,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305
504,287.2984994,-485.8881195,-500,-14.11188045,199.1451698,0.055897728,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209
505,649.1648498,460.5709906,472.805105,12.2341144,149.6735552,0.066081656,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894
506,287.6186199,-298.9567857,-407.7698738,-108.8130881,11840.28814,0.027556438,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353
507,497.6386834,307.3112269,313.3038772,5.992650287,35.91185746,0.038127157,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668
508,248.4830169,-493.3514038,-500,-6.64859621,44.20383156,0.023359719,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379
509,630.5357654,61.70446523,-231.0149838,-292.719449,85684.67582,0.013054161,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448
510,614.269598,-347.056616,-500,-152.943384,23391.67871,0.063426427,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373
511,913.7990945,-449.7380595,-500,-50.26194048,2526.262661,-0.040757288,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351
512,1332.921303,458.9601413,500,41.03985872,1684.270004,0.090437984,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104
513,998.7050816,-486.2287898,-500,-13.77121023,189.6462312,0.04381712,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946
514,1390.986086,499.5083579,500,0.4916421,0.241711954,-0.058804406,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061
515,1020.810729,96.27037954,179.8007676,83.53038801,6977.325721,0.042609433,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951
516,904.8845861,-491.1838371,-500,-8.816162879,77.72472791,0.0821615,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501
517,1301.922243,-384.6371411,-500,-115.3628589,13308.58921,0.085719578,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179
518,1638.598353,485.6101722,14.31405596,-471.2961163,222120.0292,0.039054328,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942
519,1240.205696,494.5919701,500,5.40802991,29.24678751,0.082551887,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108
520,769.7177519,-387.057413,-500,-112.942587,12756.02796,0.015396167,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287
521,1021.421634,364.0157068,-135.3456486,-499.3613554,249361.7633,0.129295555,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995
522,715.3855715,-488.569296,-500,-11.43070401,130.6609942,0.124946456,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677
523,1063.621382,409.0673092,500,90.93269076,8268.754249,0.087375543,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866
524,731.0476819,489.9855591,500,10.01444092,100.2890269,0.059170305,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132
525,271.9674289,49.9766557,75.75518832,25.77853263,664.5327446,0.047296209,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145
526,200,-51.24985395,0,51.24985395,2626.54753,0.058450894,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677
527,238.0736802,-408.5234698,-459.9224419,-51.39897217,2641.85434,-0.012839353,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263
528,567.4329059,342.8337948,386.7714799,43.93768508,1930.52017,-0.047389668,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224
529,293.2894638,-419.4454557,-500,-80.5545443,6489.034607,-0.008827379,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717
530,605.769727,-480.8452769,-500,-19.15472306,366.9034155,0.112757448,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449
531,1019.479276,-433.5807216,-500,-66.41927835,4411.520537,0.083932373,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269
532,1398.658594,494.7004391,500,5.299560898,28.08534571,0.046515351,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234
533,1017.146519,492.1079211,500,7.892078898,62.28490933,-0.023023104,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019
534,579.946927,20.75342964,399.9441336,379.190704,143785.59,0.065943946,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835
535,537.852932,-481.221033,-500,-18.77896697,352.6496005,0.003291061,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025
536,958.520692,378.7941801,500,121.2058199,14690.85078,0.167156951,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065
537,691.5401427,-478.2756494,-500,-21.72435062,471.9474099,0.045128501,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503
538,1083.969822,499.9901311,500,0.009868949,9.74E-05,-0.022338179,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247
539,712.1568901,463.8350383,500,36.16496166,1307.904452,-0.024767942,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676
540,292.7851371,-424.3446834,-500,-75.65531665,5723.726937,0.013712108,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192
541,610.7881408,-491.2223556,-500,-8.777644357,77.04704046,0.003247287,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661
542,1027.557562,-427.3707036,-313.0973033,114.2734002,13058.40999,0.030821995,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514
543,1383.927895,-418.8075448,-437.9706366,-19.16309182,367.2240881,0.038490677,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945
544,1721.365769,-71.51969727,-82.77287495,-11.25317768,126.6340079,0.101840866,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475
545,1765.918519,-0.742478847,-35.8752429,-35.13276405,1234.31111,0.156565132,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787
546,1731.347159,469.7947887,500,30.20521132,912.3547909,0.056779145,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889
547,1314.350062,497.5465316,500,2.453468375,6.019507067,0.076824677,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783
548,843.8778695,1.420158163,177.7661784,176.3460203,31097.91888,0.054691263,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157
549,790.3867315,497.1661932,500,2.83380681,8.030461036,-0.042557224,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912
550,357.2688393,96.5329435,165.5461467,69.01320316,4762.82221,0.02792717,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665
551,235.1028138,-487.0200991,-500,-12.97990089,168.4778271,0.026992449,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113
552,617.687864,-325.4971463,255.4609095,580.9580558,337512.2626,-0.024284269,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178
553,909.0846505,-115.9837988,62.19436892,178.1781677,31747.45944,0.012434234,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383
554,1025.96804,-464.5105025,-500,-35.48949747,1259.504431,0.043606019,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383,0.042603533
555,1409.356208,-415.3559476,-411.2039917,4.151955916,17.23873793,0.003823835,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383,0.042603533,-0.023016837
556,1772.950278,344.1189111,471.526608,127.407697,16232.72125,0.048787025,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383,0.042603533,-0.023016837,0.056941439
557,1508.002496,-165.8065627,-307.3657936,-141.5592309,20039.01585,0.093513065,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383,0.042603533,-0.023016837,0.056941439,0.028707425
558,1631.096793,-25.68513176,-177.7928494,-152.1077177,23136.75778,0.08703503,0.098857247,0.080849676,0.033745192,0.02512661,0.013105514,0.088583945,0.141697475,0.030814787,0.138942889,0.139156783,0.117968157,0.118935912,0.077998665,0.114976113,0.051539178,-0.000720383,0.042603533,-0.023016837,0.056941439,0.028707425,0.058145957
