sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
233,1048.645298,-492.728292,-500,-7.271708009,52.87773737,0.174937877,0.114878582,0.062113659,0.016287035,0.026217019,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969
234,1390.196394,460.8884673,252.8383093,-208.0501581,43284.86829,0.114878582,0.062113659,0.016287035,0.026217019,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091
235,1016.212131,487.6663725,500,12.33362745,152.1183661,0.062113659,0.016287035,0.026217019,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092
236,555.0489941,361.4396254,373.7357833,12.29615785,151.1954979,0.016287035,0.026217019,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072
237,201.6349006,-46.42408139,1.720947973,48.14502936,2317.943852,0.026217019,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113
238,221.8878258,-489.7055723,-500,-10.29442768,105.9752413,0.114733235,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044
239,608.6954653,-443.7835275,-500,-56.21647253,3160.291784,0.019300066,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223
240,987.2489126,497.1223214,500,2.877678578,8.281033998,0.056684893,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757
241,593.4395091,-483.0325243,-500,-16.9674757,287.8952316,0.030699882,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507
242,945.416398,364.8303048,500,135.1696952,18270.8465,0.060186944,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298
243,659.6995789,-310.6644201,-16.10570643,294.5587137,86764.83582,-0.007675178,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709
244,884.6274463,413.5001406,500,86.49985936,7482.225669,-0.027130188,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717
245,550.7229518,-494.4203834,-500,-5.579616566,31.13212102,0.044586663,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232
246,923.2474929,-484.4877568,-500,-15.51224319,240.6296888,0.058769495,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154
247,1368.56003,281.7496606,500,218.2503394,47633.21065,-0.059139327,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428
248,1178.077538,449.7716769,500,50.22832305,2522.884436,0.024206675,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345
249,795.4255973,-430.3654102,-500,-69.63458982,4848.976099,0.036076256,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477
250,1142.7424,-252.0988728,492.3604213,744.4592941,554219.6406,0.015448616,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148
251,1396.349097,466.4001956,500,33.59980437,1128.946854,0.010004647,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092
252,1035.882541,-307.869614,500,807.869614,652653.3132,-0.04772537,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358
253,1273.505609,-149.5981895,445.7953775,595.393567,354493.4996,0.003431643,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309
254,1426.644326,-223.6541144,-393.0059731,-169.3518587,28680.05205,0.011725969,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985
255,1617.008199,333.0243647,-192.6229482,-525.6473128,276305.0975,0.107692091,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447
256,1337.585434,-482.7827307,-486.7521747,-3.969444043,15.75648601,0.106106092,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405
257,1683.011945,422.652729,500,77.34727105,5982.600339,0.130639072,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877
258,1333.091342,481.7681281,500,18.23187193,332.4011541,0.027135113,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955
259,879.0942695,499.9243622,500,0.07563781,0.005721078,0.020566044,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589
260,405.6034939,-432.4681876,-500,-67.53181241,4560.545687,0.065061223,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621
261,700.3199092,-470.4700984,-500,-29.52990159,872.0150879,0.044989757,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787
262,1090.945534,407.2744562,500,92.72554384,8598.02648,0.077076507,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578
263,760.7148944,-172.4967732,90.22620464,262.7229778,69023.36306,0.009205298,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177
264,863.2989165,449.3100831,500,50.6899169,2569.467675,0.006467709,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754
265,486.7278376,-471.3275373,-500,-28.67246265,822.1101144,0.060666717,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733
266,832.494692,-445.3190683,-500,-54.68093168,2990.004289,-0.002635232,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471
267,1220.394595,357.0172536,500,142.9827464,20444.06577,0.017618154,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556
268,939.5808983,-436.2262046,-500,-63.77379536,4067.096975,0.093911428,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554
269,1264.870631,-452.1027628,-500,-47.89723715,2294.145327,0.118474345,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018
270,1663.949787,429.2300368,500,70.76996315,5008.387684,0.035182477,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042
271,1343.605685,470.4954708,500,29.50452924,870.5172457,-0.012843148,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107
272,931.6943373,346.1964289,500,153.8035711,23655.53848,0.009944092,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983
273,623.2712375,-356.5822415,-500,-143.4177585,20568.65345,-0.090167358,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035
274,913.7269693,-426.98193,-432.9189797,-5.937049676,35.24855886,0.053820309,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729
275,1313.786494,-473.6423552,-500,-26.35764476,694.7254373,0.088471985,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219
276,1756.262195,364.1299546,500,135.8700454,18460.66924,0.041099447,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032
277,1488.756703,478.3991513,500,21.60084871,466.596665,0.002034405,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783
278,1061.175093,176.3643862,222.2895712,45.92518499,2109.122616,0.01368877,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533
279,872.7412887,-471.1814199,-500,-28.81858005,830.5105561,0.059009955,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455
280,1226.575731,-495.3083003,-500,-4.691699661,22.01204571,0.109598589,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976
281,1630.192662,-78.47924831,-178.744566,-100.2653177,10053.13393,0.150024621,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061
282,1685.223008,227.9436336,63.39264009,-164.5509936,27077.02949,0.143332787,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076
283,1467.227742,456.1742024,500,43.8257976,1920.700535,0.145944578,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954
284,1047.497942,404.7250229,392.1030965,-12.62192641,159.3130263,0.07671177,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631
285,658.9361099,473.7941018,483.090642,9.296540163,86.425659,0.097382754,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273
286,214.2996819,-104.6194141,-484.9477033,-380.3282891,144649.6075,-0.063122733,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728
287,276.4752926,86.18998379,80.50030803,-5.689675768,32.37241034,-0.014182471,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573
288,205.7408207,-494.6474035,-500,-5.352596455,28.65028881,0.040226556,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05
289,596.1779733,-499.4790403,-500,-0.520959669,0.271398977,-0.008393554,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251
290,1026.620498,294.0234577,185.9163133,-108.1071444,11687.15467,0.020887018,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475
291,799.8863789,-499.8288192,-500,-0.171180821,0.029302873,0.043986042,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729
292,1180.129015,-499.5441164,-500,-0.455883574,0.207829833,0.077709107,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234
293,1613.010609,-29.04339241,-196.8309382,-167.7875458,28152.66053,0.066046983,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424
294,1667.095458,491.4240526,500,8.575947357,73.54687307,0.062123035,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915
295,1264.773105,378.3179913,500,121.6820087,14806.51124,0.036046729,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852
296,926.230711,470.1371987,500,29.86280126,891.7868991,0.055267219,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117
297,521.7907939,-402.5264155,-500,-97.47358448,9501.099671,0.075962032,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915
298,843.9359527,1.001031604,177.8273186,176.826287,31267.53577,0.003605783,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449
299,882.1201561,493.9434946,500,6.056505422,36.68125793,0.041700533,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199
300,478.7793788,-494.3850439,-500,-5.614956067,31.52773163,0.036186455,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571
301,858.8502219,188.984119,500,311.015881,96730.87823,0.031160976,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728
302,727.28522,-5.539616108,-129.1734527,-123.6338366,15285.32555,0.020453061,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015
303,713.3709424,-429.4506988,-500,-70.54930116,4977.203894,0.050538076,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994
304,1043.045846,-495.972138,-500,-4.027861992,16.22367223,0.080147954,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874
305,1443.592342,-219.0257033,-375.1659553,-156.1402521,24379.77833,0.131754631,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148
306,1616.774419,232.0521466,-8.658506179,-240.7106528,57941.61837,0.111251273,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502
307,1405.488602,465.8221243,500,34.17787565,1168.127184,0.104830728,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578
308,977.2206946,489.3244837,500,10.67551627,113.9666476,0.055662573,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927
309,514.2230385,343.3699848,330.7610932,-12.60889158,158.9841469,5.02E-05,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887
310,200,-20.32476659,0,20.32476659,413.0961369,0.049031251,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322
311,209.5442637,-485.1511752,-500,-14.8488248,220.4875979,-0.048947475,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322,0.048857902
312,596.0526148,-125.5676689,-83.10251076,42.46515813,1803.289655,0.068239729,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322,0.048857902,0.043726951
313,724.8505148,-496.1629603,-500,-3.83703969,14.72287358,0.10089234,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322,0.048857902,0.043726951,0.06784399
314,1132.145077,436.1305329,481.205344,45.07481107,2031.738593,-0.006444424,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322,0.048857902,0.043726951,0.06784399,0.082381226
315,790.4872682,494.5564674,500,5.443532568,29.63204682,0.014543915,-0.038741852,0.047956117,0.036143915,0.051177449,0.049440199,0.019974571,0.07009728,0.061789015,0.012651994,0.065713874,0.005256148,0.00694502,0.045709578,0.181960927,0.050042887,0.032599322,0.048857902,0.043726951,0.06784399,0.082381226,0.023713136
