sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,price_0,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
152,946.9090714,500,500,0,0,0.022728621,0.028127278,0.018338617,0.01378469,0.033471204,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135
153,506.0295733,150.122098,322.1363929,172.0142949,29588.91765,0.028127278,0.018338617,0.01378469,0.033471204,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997
154,360.1199252,-419.063942,-500,-80.93605798,6550.645481,0.018338617,0.01378469,0.033471204,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976
155,718.4034004,-381.6224705,-138.5227364,243.0997341,59097.48072,0.01378469,0.033471204,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447
156,1083.908864,-426.9643353,-253.7801433,173.1841921,29992.76439,0.033471204,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828
157,1483.473335,-177.9368246,-333.1859628,-155.2491382,24102.29491,0.037532609,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437
158,1670.02799,-92.21568706,-136.8126423,-44.59695523,1988.888416,0.056081928,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226
159,1763.84768,-32.57717956,-38.05507348,-5.477893919,30.00732179,0.06481199,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418
160,1790.243036,-30.37234605,-10.2704884,20.10185764,404.0846806,0.098257201,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006
161,1795.466999,95.08147829,-4.77158045,-99.85305874,9970.63334,0.109615924,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155
162,1678.512478,500,500,0,0,0.088936469,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078
163,1232.614872,500,500,0,0,0.068065406,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191
164,757.6148716,500,500,0,0,0.047576329,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294
165,282.6148716,40.51036223,86.96302279,46.45266056,2157.849673,0.03994582,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117
166,200,0,0,0,0,0.036323565,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481
167,200,-0.298242076,0,0.298242076,0.088948336,0.035467963,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391
168,200,-139.0394036,0,139.0394036,19331.95575,0.032308485,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414
169,308.613563,-204.9589677,-69.88046,135.0785076,18246.20322,0.029264301,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682
170,481.3946542,-254.2283669,-388.0056272,-133.7772603,17896.35537,0.030472005,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682
171,700.2315236,-486.3335351,-500,-13.66646491,186.7722631,0.036734034,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075
172,1108.72024,-499.6747936,-500,-0.32520639,0.105759196,0.053362002,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605
173,1541.247777,-220.5749246,-272.3707615,-51.79583687,2682.808717,0.054984135,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556
174,1751.179057,495.5941584,500,4.405841643,19.41144058,0.04356997,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716
175,1356.666525,500,500,0,0,0.041489976,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408
176,913.5040879,492.9415741,500,7.058425875,49.82137583,0.028359447,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119
177,478.7995606,297.1676081,293.4732217,-3.694386329,13.64849035,0.020421828,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043
178,210.1165539,-318.4576273,10.64900415,329.1066314,108311.1748,0.014761437,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888
179,481.868456,-286.1742712,-500,-213.8257288,45721.4423,0.024732226,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068
180,756.2897793,-500,-500,0,0,0.022044418,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407
181,1206.223402,-487.7080517,-125.0279981,362.6800536,131536.8213,0.033925006,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842
182,1650.447401,-212.7785198,-157.4237886,55.35473118,3064.146264,0.05130155,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568
183,1800,-14.30555759,0,14.30555759,204.648978,0.079231078,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529
184,1799.802462,-0.054659415,-0.207934806,-0.153275391,0.023493345,0.093086191,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334
185,1778.339933,167.4921823,161.4104561,-6.081726227,36.9873939,0.108034294,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622
186,1600.600976,499.9188896,500,0.081110389,0.006578895,0.083708117,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981
187,1149.606635,500,500,0,0,0.06481,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784
188,674.6130562,500,499.5926907,-0.407309299,0.165900865,0.059015391,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455
189,200,10.28534746,0,-10.28534746,105.7883724,0.040795414,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525
190,200,0,0,0,0,0.03879682,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419
191,200,0,0,0,0,0.033791682,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793
192,200,-127.4736842,0,127.4736842,16249.54016,0.031143075,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609
193,299.7270612,-190.4075662,-79.23467246,111.1728938,12359.41232,0.028715605,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013
194,460.519858,-475.742472,-409.9790969,65.76337517,4324.821514,0.029869556,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931
195,855.4420395,-500,-500,0,0,0.039417716,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885
196,1287.492322,-499.5450639,-500,-0.454936115,0.206966869,0.045332408,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034
197,1720.691431,-29.12365275,-83.4827039,-54.35905115,2954.906442,0.049378119,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735
198,1775.222636,500,158.1290904,-341.8709096,116875.7188,0.04875043,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567
199,1364.141712,500,500,0,0,0.046036888,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056
200,920.914019,500,500,0,0,0.025243068,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864
201,480.375242,308.2499039,295.1318337,-13.11807027,172.0837676,0.024805407,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346
202,201.8509647,-367.7647331,-500,-132.2352669,17486.16581,0.019630842,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361
203,524.875719,-298.9613649,-500,-201.0386351,40416.5328,0.026302568,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412
204,814.335949,-494.9388409,-500,-5.061159107,25.61533151,0.021496529,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396
205,1260.544743,-481.517384,-67.84763894,413.6697451,171122.658,0.040405334,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851
206,1698.500573,-80.89016703,-106.8415024,-25.95133537,673.4718075,0.050673622,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214
207,1798.859256,-14.38332567,-1.20078286,13.18254281,173.7794349,0.075474981,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631
208,1799.558466,0.694197949,-0.464772518,-1.158970467,1.343212543,0.090473784,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064
209,1776.265874,167.5959426,159.2272354,-8.36870718,70.03525986,0.110658455,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342
210,1597.350148,500,500,0,0,0.087637525,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005
211,1146.314248,500,500,0,0,0.064072419,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986
212,671.3142483,500,496.1202613,-3.879738666,15.05237212,0.056286793,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788
213,200,7.237855379,0,-7.237855379,52.38655049,0.041130609,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858
214,200,0,0,0,0,0.037795013,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366
215,200,-7.244102404,0,7.244102404,52.47701964,0.02203931,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703
216,200.2713484,-91.29919967,0.285629878,91.58482955,8387.781004,0.036380885,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702
217,271.4908565,-498.9388623,-500,-1.061137716,1.126013252,0.027693034,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324
218,677.2495983,255.1142137,-500,-755.1142137,570197.4757,0.03710735,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007
219,483.7089582,-500,-500,0,0,0.038101567,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489
220,867.2112149,-285.7939043,-500,-214.2060957,45884.25144,0.045375056,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988
221,1129.939778,-383.9055309,-500,-116.0944691,13477.92576,0.054378864,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694
222,1457.567802,438.8844167,323.7555808,-115.1288359,13254.64886,0.048346346,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482
223,1122.259585,500,500,0,0,0.043115361,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981
224,683.5253558,500,500,0,0,0.029670412,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666
225,243.1218592,50.87028097,45.39143075,-5.47885022,30.01779973,0.019518396,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949
226,200,-182.796532,0,182.796532,33414.57211,0.019481851,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067
227,361.8870234,-480.7506519,-500,-19.24934808,370.5374015,0.024516214,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667
228,793.7683296,-469.7146853,-500,-30.28531472,917.2002877,0.025877631,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626
229,1232.128218,-461.3895987,-500,-38.61040127,1490.763086,0.036562064,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862
230,1651.468149,-205.1916123,-156.3493164,48.84229591,2385.56987,0.057363342,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465
231,1800,-7.111759216,0,7.111759216,50.57711915,0.065931005,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463
232,1793.740823,-5.118218145,-6.58860691,-1.470388766,2.162043123,0.096243986,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164
233,1772.904008,63.10062199,-28.52209731,-91.6227193,8394.722692,0.116493788,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597
234,1677.861492,493.4503608,500,6.549639233,42.89777408,0.092487858,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597,0.078269209
235,1239.020227,500,500,0,0,0.069211366,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597,0.078269209,0.096110609
236,764.5387405,500,500,0,0,0.051128703,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597,0.078269209,0.096110609,0.112063907
237,289.5387405,27.46674046,94.25130574,66.78456528,4460.17816,0.043121702,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597,0.078269209,0.096110609,0.112063907,0.083713511
238,210.8203501,2.365139806,11.38984217,9.024702364,81.44525276,0.042973324,0.030730007,0.032668489,0.028269988,0.033018694,0.030732482,0.037786981,0.053958666,0.050876949,0.030086067,0.029420667,0.026107626,0.019544862,0.020800465,0.017727463,0.031843164,0.050672597,0.078269209,0.096110609,0.112063907,0.083713511,0.065056604
