sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
14,1570.028686,-242.0750675,-242.0750675,-2.02E-12,4.07208E-24,0.055,0.075,0.095,0.11,0.09,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563
15,1800,0,0,0,0,0.075,0.095,0.11,0.09,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599
16,1797.207067,-2.939929619,-2.939929619,3.02E-14,9.11925E-28,0.095,0.11,0.09,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649
17,1786.172835,155.5794626,169.6556159,14.07615334,198.1380929,0.11,0.09,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122
18,1629.002311,500,500,0,0,0.09,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782
19,1178.614748,498.9533842,500,1.046615843,1.095404723,0.07,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151
20,704.5261762,500,500,0,0,0.055,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347
21,229.6090332,-63.08238066,31.16740342,94.24978407,8883.021797,0.045,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329
22,227.9040222,-169.4043429,-154.8378713,14.56647158,212.1820943,-0.45462907,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386
23,346.1780051,-420.8694758,-500,-79.13052424,6261.639866,0.183035279,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239
24,682.2927086,-499.4499771,-500,-0.550022882,0.302525171,0.427999851,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661
25,1102.547883,376.429869,265.8398772,-110.5899917,12230.14626,-0.177283979,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802
26,803.2532574,498.0385683,500,1.961431685,3.847214255,-0.50159168,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969
27,350.7931978,-443.1202989,-500,-56.87970112,3235.3004,0.008788238,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849
28,672.7481062,-461.0159245,-500,-38.98407548,1519.758141,0.236204841,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448
29,1071.985724,-453.0441663,-500,-46.95583365,2204.850314,0.494273907,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508
30,1465.78002,440.8813717,500,59.11862833,3495.012216,-0.43634984,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866
31,1121.203357,499.5623621,500,0.437637853,0.19152689,-0.47714578,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885
32,680.7182554,-490.6578752,-500,-9.342124825,87.27529625,0.312371161,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844
33,1068.950634,-481.5812483,-500,-18.41875172,339.2504149,0.214634285,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594
34,1527.08234,428.1407151,500,71.85928486,5163.756821,0.633514291,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257
35,1219.977147,-15.32555642,73.66015467,88.98571109,7918.456778,0.414983563,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212
36,1214.461153,498.8707328,500,1.129267221,1.275244456,-0.015712599,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467
37,810.5480794,332.7011371,500,167.2988629,27988.90953,-0.074694649,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278
38,502.9497399,-337.9499317,134.6839367,472.6338685,223382.7737,1.08321122,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764
39,763.7026766,-424.9744718,-500,-75.02552823,5628.829886,-0.040520782,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581
40,1126.627361,500,500,0,0,-0.218974151,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109
41,721.1018949,-28.74754658,-135.6822159,-106.9346693,11435.0235,-0.345337347,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616
42,676.6383106,-486.41146,-500,-13.58853999,184.6484191,0.128184329,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128
43,1040.944187,-490.020369,-500,-9.97963098,99.5930345,0.128125386,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038
44,1442.152257,438.8559305,500,61.14406952,3738.597237,-0.082946239,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618
45,1083.815522,492.1310248,430.3321284,-61.79889637,3819.103593,0.020136661,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459
46,620.5086601,-493.1785848,-500,-6.821415169,46.53170491,0.144236802,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986
47,969.715938,-492.1601405,-500,-7.839859478,61.46339663,0.308958969,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841
48,1386.187534,-14.42279935,248.6184566,263.041256,69190.70236,0.468720849,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386
49,1422.04586,455.1409905,500,44.85900947,2012.330731,0.111926448,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986
50,1031.469883,-39.48788446,500,539.4878845,291047.1775,-0.685912508,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508
51,1031.489442,349.2259684,500,150.7740316,22732.8086,0.315689866,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278
52,732.8463158,-392.4782751,-500,-107.5217249,11560.92133,-0.52287885,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661
53,1023.902444,458.0780571,500,41.92194286,1757.449293,-0.013566844,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105
54,658.8026288,-495.9891958,-500,-4.010804168,16.08655007,-0.539518594,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166
55,1030.832022,-79.9970883,-309.6505036,-229.6534153,52740.69116,0.040840257,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445
56,1134.758781,-484.0183566,-500,-15.98164341,255.4129261,-0.281426212,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762
57,1560.353453,33.02453313,247.7404766,214.7159435,46102.93639,0.110554467,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296
58,1581.633701,-139.2785648,-229.859262,-90.58069718,8204.862702,1.340123278,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841
59,1704.983516,155.4541583,500,344.5458417,118711.837,0.002557764,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567
60,1595.230341,449.1840048,500,50.81599521,2582.265369,0.361929581,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513
61,1219.892425,-430.484924,-110.6395524,319.8453716,102301.0617,-0.494330109,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234
62,1556.79495,499.9009592,500,0.099040806,0.009809081,-0.060221616,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003
63,1169.395958,-482.3475939,-500,-17.65240608,311.6074404,0.339994128,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223
64,1519.428251,-151.0219175,-295.3386833,-144.3167658,20827.32889,0.057932038,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588
65,1653.0809,498.5928273,500,1.407172747,1.98013514,0.258072618,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821
66,1226.94069,-178.4333215,-500,-321.5666785,103405.1287,0.131331459,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608
67,1303.305221,494.6419434,500,5.358056635,28.7087709,-0.332453986,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096
68,881.5674321,452.5740734,-466.7711241,-919.3451975,845195.5922,0.280497841,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083
69,448.2916893,-499.7526738,-500,-0.247326161,0.06117023,-0.279810386,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279
70,803.1425226,486.6016232,134.8868659,-351.7147574,123703.2706,0.783700986,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449
71,412.0937199,-499.2506245,-500,-0.749375484,0.561563616,-0.170081508,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095
72,769.8790441,489.1170038,500,10.88299617,118.4396056,0.304437278,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253
73,382.6290082,-496.7491031,-500,-3.25089687,10.56833046,0.028939661,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654
74,742.7646432,447.6061061,500,52.39389395,2745.120123,0.410972105,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431
75,389.4198901,-461.0928015,-500,-38.90719854,1513.770098,-0.205860166,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299
76,728.9201542,439.8896188,500,60.11038116,3613.257923,0.444546445,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481
77,382.4944633,-495.8888227,-500,-4.111177336,16.90177909,0.005440762,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457
78,749.3944695,497.5788593,500,2.421140678,5.861922183,0.555322296,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434
79,369.1834739,-477.0358371,-500,-22.96416289,527.3527772,0.289677841,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649
80,741.8069996,493.9334272,500,6.066572778,36.80330527,0.086517567,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724
81,373.364927,-124.1432751,182.4893968,306.6326718,94023.59542,-0.287113513,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409
82,452.2791464,-276.4918118,-500,-223.5081882,49955.91019,0.327121234,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622
83,703.5842053,-499.7724844,-500,-0.227515564,0.051763332,0.209261003,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853
84,1160.294428,491.7429238,500,8.257076162,68.17930675,0.681758223,-0.115810588,0.276903821,0.278173608,0.208189096,0.193379083,0.162849279,-0.169358449,-0.350787095,-0.113587253,0.27132654,0.636474431,0.420837299,0.449300481,0.340918457,0.314391434,0.118340649,0.363607724,0.759472409,-0.091051622,-0.247521853,0.809034381
